facility_code,unit_code,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,emissions_factor_co2,data_first_seen,data_last_seen,dispatch_type,commencement_date,commencement_date_specificity,commencement_date_display,closure_date,closure_date_specificity,closure_date_display,expected_operation_date,expected_operation_date_specificity,expected_operation_date_display,expected_closure_date,expected_closure_date_specificity,expected_closure_date_display,construction_start_date,construction_start_date_specificity,construction_start_date_display,project_approval_date,project_approval_date_specificity,project_approval_date_display,project_lodgement_date,created_at,updated_at
ADP,ADPPV1,solar_utility,operating,24.75,19.0,NA,NA,2021-05-18 13:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:30+00:00,2024-12-16 23:52:12+00:00
ADP,ADPPV2,solar_utility,operating,0.2,0.2,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:30+00:00,2024-12-16 23:50:10+00:00
ADP,ADPPV3,solar_utility,operating,0.02,0.02,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:30+00:00,2024-12-16 23:51:11+00:00
ADP,ADPBA1G,battery_discharging,operating,7.76,6.15,12.6,NA,2021-05-18 10:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:30+00:00,2025-06-23 05:34:25+00:00
ADP,ADPBA1L,battery_charging,operating,7.76,6.15,12.6,NA,2021-05-18 09:55:00+10:00,2025-11-01 12:30:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:30+00:00,2025-06-23 05:34:16+00:00
ADP,ADPBA1,battery,operating,7.76,6.15,12.6,NA,2024-09-18 10:40:00+10:00,2025-11-01 12:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-13 04:24:08+00:00,2024-12-16 23:52:40+00:00
ALDGASF,ALDGASF1,solar_utility,operating,535.21,387.0,NA,NA,2025-03-21 15:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-31 04:28:09+00:00,2025-05-01 03:43:29+00:00
AMCORGR,AMCORGR,distillate,retired,4.0,NA,NA,0.9,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2024-11-25 04:11:55+00:00
ANGASTON,ANGAS1,distillate,retired,30.0,NA,NA,1.0136,2005-01-06 11:10:00+10:00,2016-05-23 09:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2025-06-23 07:01:29+00:00
ANGASTON,ANGAS2,distillate,retired,20.0,NA,NA,1.0136,2005-01-06 11:10:00+10:00,2016-05-23 09:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2024-11-24 22:50:38+00:00
ANGASTON,ANGAST1,distillate,operating,50.0,NA,NA,0.6606,2016-05-27 12:10:00+10:00,2025-10-28 15:15:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2024-12-16 23:54:46+00:00
APS,APS,coal_brown,retired,165.0,NA,NA,1.2286,1998-12-07 02:50:00+10:00,2015-08-21 21:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2024-11-25 03:57:02+00:00
APPIN,APPIN,gas_wcmg,operating,55.6,55.0,NA,0.8126,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2024-12-16 23:55:38+00:00
ARWF,ARWF1,wind,operating,241.59,241.0,NA,NA,2016-08-19 10:35:00+10:00,2025-11-01 12:25:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2025-05-06 02:37:03+00:00
AVLSF,AVLSF1,solar_utility,operating,254.1,190.0,NA,NA,2023-03-28 14:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2024-12-16 23:58:07+00:00
AWABAREF,AWABAREF,bioenergy_biogas,retired,1.0,NA,NA,0.0741,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2025-09-09 03:10:26+00:00
DEIBDL,BDL01,gas_ocgt,operating,46.0,48.0,NA,0.5382,2001-05-22 17:15:00+10:00,2025-02-13 07:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-10-14 05:06:33+00:00
DEIBDL,BDL02,gas_ocgt,operating,46.0,48.0,NA,0.5382,2001-12-20 17:25:00+10:00,2025-05-06 14:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-10-14 05:07:08+00:00
BAKING,BAKING1,solar_utility,operating,17.5,14.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2025-09-09 05:00:07+00:00
BHWF,BALDHWF1,wind,operating,106.6,106.0,NA,NA,2015-02-24 08:45:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:36+00:00,2025-05-08 01:51:30+00:00
BALBESS,BALBG1,battery_discharging,operating,30.0,30.0,30.0,NA,2018-11-07 11:10:00+10:00,2025-10-31 19:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-12-17 00:29:19+00:00
BALBESS,BALB1,battery,operating,30.0,30.0,30.0,NA,2024-08-08 05:00:00+10:00,2025-10-31 19:00:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-24 23:09:33+00:00,2025-09-05 02:29:11+00:00
BALBESS,BALBL1,battery_charging,operating,30.0,30.0,30.0,NA,2018-11-07 10:55:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-12-17 00:29:07+00:00
BBASEHOS,BBASEHOS,gas_recip,retired,3.0,3.0,NA,0.812,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-09-09 03:42:26+00:00
BANGOWF,BANGOWF1,wind,operating,159.0,155.0,NA,NA,2021-01-14 12:40:00+10:00,2025-11-01 11:30:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2025-05-08 03:29:17+00:00
BANGOWF,BANGOWF2,wind,operating,84.8,82.0,NA,NA,2021-06-10 16:50:00+10:00,2025-11-01 11:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2025-05-08 03:28:06+00:00
BAPS,BAPS,hydro,operating,12.85,13.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2025-09-09 04:48:12+00:00
BANKSPT,BANKSPT1,distillate,retired,1.0,NA,NA,0.9,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-11-25 04:12:40+00:00
BANNSP,BANN1,solar_utility,operating,100.0,88.0,NA,NA,2018-07-20 14:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2025-05-08 02:03:55+00:00
BARCALDN,BARCALDN,gas_ccgt,operating,37.0,37.0,NA,1.2153,1998-12-07 07:40:00+10:00,2025-10-27 20:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-12-17 00:33:35+00:00
BARCSF,BARCSF1,solar_utility,operating,20.0,20.0,NA,NA,2016-12-21 15:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-12-17 00:34:00+00:00
BARKIPS,BARKIPS1,gas_recip,operating,211.0,210.0,NA,0.5897,2019-10-15 17:55:00+10:00,2025-11-01 07:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2025-05-06 03:12:40+00:00
BARRON,BARRON-1,hydro,operating,30.0,33.0,NA,NA,1998-12-22 09:05:00+10:00,2025-11-01 02:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-11-07 05:11:52+00:00
BARRON,BARRON-2,hydro,operating,30.0,33.0,NA,NA,1998-12-08 11:15:00+10:00,2025-10-21 06:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:33+00:00,2024-11-07 05:12:07+00:00
BASTYAN,BASTYAN,hydro,operating,79.9,88.0,NA,NA,2005-05-16 13:35:00+10:00,2025-10-20 07:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2024-12-17 00:35:39+00:00
BAYSW,BW01,coal_black,operating,660.0,660.0,NA,0.8919,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-06 23:36:09+00:00
BAYSW,BW02,coal_black,operating,660.0,685.0,NA,0.8919,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-06 23:42:22+00:00
BAYSW,BW03,coal_black,operating,660.0,685.0,NA,0.8919,1998-12-07 02:50:00+10:00,2025-10-23 02:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-06 23:43:22+00:00
BAYSW,BW04,coal_black,operating,660.0,685.0,NA,0.8919,1998-12-07 02:50:00+10:00,2025-09-12 21:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-06 23:43:55+00:00
BBDISEL1,BBDISEL1,distillate,retired,75.0,NA,NA,0.972,2016-05-24 14:00:00+10:00,2016-08-01 11:30:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2024-11-25 04:03:09+00:00
BELLBAY,BELLBAY2,gas_steam,retired,120.0,NA,NA,0.7086,2005-05-16 13:35:00+10:00,2009-04-01 07:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2024-09-09 04:57:42+00:00
BELLBAY,BELLBAY1,gas_steam,retired,120.0,NA,NA,0.7086,2005-05-16 13:35:00+10:00,2008-11-19 08:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2024-09-09 04:57:04+00:00
BBP31,TVPP104,gas_ocgt,operating,58.0,58.0,NA,0.6647,2009-04-01 18:20:00+10:00,2025-10-29 06:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-14 04:59:19+00:00
BBP31,BBTHREE1,gas_ocgt,operating,35.0,49.0,NA,0.6647,2006-07-26 14:30:00+10:00,2025-08-18 20:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-14 04:56:39+00:00
BBP31,BBTHREE3,gas_ocgt,operating,35.0,49.0,NA,0.6647,2006-06-29 15:10:00+10:00,2023-08-30 22:55:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-14 04:57:08+00:00
BBP31,BBTHREE2,gas_ocgt,operating,35.0,49.0,NA,0.6647,2006-08-21 17:15:00+10:00,2025-08-18 20:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-10-14 04:56:54+00:00
BRYB1WF1,BRYB2WF2,wind,operating,109.0,105.0,NA,NA,2022-11-29 08:50:00+10:00,2025-11-01 05:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-05-06 05:01:28+00:00
BRYB1WF1,BRYB1WF1,wind,operating,180.6,175.9,NA,NA,2021-02-16 01:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-05-06 04:59:35+00:00
BERWICK,BERWICK,bioenergy_biogas,operating,7.2,7.0,NA,0.062,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-09-09 04:31:06+00:00
BERYLSF,BERYLSF1,solar_utility,operating,98.0,87.0,NA,NA,2019-04-23 09:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-05-08 02:08:10+00:00
BIALAWF,GULLRWF2,wind,operating,110.0,107.0,NA,NA,2020-06-20 12:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:36+00:00,2025-09-09 01:18:12+00:00
BLAYNEY,BLAYNEY,wind,operating,9.9,9.9,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:36+00:00,2024-10-24 04:14:30+00:00
SNOWY6,BLOWERNG,hydro,operating,80.0,80.0,NA,NA,2001-08-07 13:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:21+00:00,2025-07-21 01:02:52+00:00
SNOWY6,SNOWY6,hydro,retired,80.0,NA,NA,NA,1998-12-07 02:50:00+10:00,2001-09-24 19:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:21+00:00,2025-07-21 01:02:50+00:00
BLUEGSF,BLUEGSF1,solar_utility,operating,183.0,148.0,NA,NA,2022-08-01 13:15:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:36+00:00,2025-05-06 04:56:18+00:00
BLULAKE,BLULAKE1,distillate,retired,1.0,NA,NA,0.657,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2024-10-04 03:37:29+00:00
BLYTHB,BLYTHB1,battery,operating,281.0,200.0,400.0,NA,2024-09-06 13:55:00+10:00,2025-11-01 09:45:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-13 04:32:04+00:00,2024-12-17 01:01:17+00:00
BLYTHB,BLYTHB1G1,battery_discharging,operating,281.0,200.0,400.0,NA,2024-09-06 13:55:00+10:00,2025-11-01 09:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-09 09:48:05+00:00,2024-12-17 01:01:44+00:00
BLYTHB,BLYTHB1L1,battery_charging,operating,281.0,200.0,400.0,NA,2024-08-20 00:05:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-09 09:44:19+00:00,2024-12-17 01:01:32+00:00
BOCOROCK,BOCORWF1,wind,operating,113.18,111.0,NA,NA,2014-08-29 00:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-09-09 01:16:14+00:00
BODWF,BODWF1,wind,operating,113.19,111.0,NA,NA,2018-08-08 11:40:00+10:00,2025-11-01 09:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-09-09 01:16:56+00:00
MCKAY,MCKAY1,hydro,operating,300.0,300.0,NA,NA,1998-12-07 06:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2024-12-17 04:26:18+00:00
MCKAY,MCKAY2,hydro,operating,53.0,NA,NA,NA,1998-12-07 06:35:00+10:00,2009-09-22 10:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2024-12-17 04:26:00+00:00
BOLIVAR,BOWWBA1G,battery_discharging,operating,3.08,2.0,5.04,NA,2022-03-02 15:10:00+10:00,2025-11-01 12:25:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2024-12-17 04:27:46+00:00
BOLIVAR,BOWWBA1,battery,operating,3.0,2.0,5.0,NA,2024-09-18 11:25:00+10:00,2025-11-01 12:25:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-04 04:03:29+00:00,2024-12-17 04:33:40+00:00
BOLIVAR,BOWWBA1L,battery_charging,operating,3.08,2.0,5.06,NA,2022-02-28 14:05:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2024-12-17 04:33:28+00:00
BOLIVAR,BOWWPV1,solar_utility,operating,8.25,6.0,NA,NA,2022-02-23 10:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2024-12-17 04:28:03+00:00
BOLIVAR,BOLIVAR1,bioenergy_biogas,operating,9.9,10.0,NA,0.0201,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2024-12-17 04:33:12+00:00
BOLIVPS,BOLIVPS1,gas_ocgt,operating,128.0,127.0,NA,0.7974,2022-12-10 18:45:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-10-14 00:40:20+00:00
BOMENSF,BOMENSF1,solar_utility,operating,121.0,100.0,NA,NA,2020-03-17 07:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-05-08 00:32:12+00:00
0BCWF,0BCWF1,wind,committed,221.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-16 03:23:13+00:00,2025-05-01 04:36:27+00:00
BBATTERY,BBATTERY,battery_discharging,operating,67.0,50.0,100.0,NA,2023-08-08 15:25:00+10:00,2025-11-01 12:25:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-09-16 03:42:02+00:00
BBATTERY,BBATTERY1,battery,operating,67.0,50.0,100.0,NA,2024-10-16 13:10:00+10:00,2025-11-01 12:25:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-24 05:23:38+00:00,2025-09-16 03:57:11+00:00
BBATTERY,BBATRYL1,battery_charging,operating,67.0,50.0,100.0,NA,2023-08-11 15:25:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2025-09-16 03:41:44+00:00
BRAEMARA,BRAEMAR2,gas_ocgt,operating,168.0,188.0,NA,0.5923,2006-06-02 12:25:00+10:00,2025-10-27 20:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-10-13 23:45:32+00:00
BRAEMARA,BRAEMAR1,gas_ocgt,operating,168.0,188.0,NA,0.5923,2006-05-10 11:00:00+10:00,2025-10-28 18:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-10-13 23:45:45+00:00
BRAEMARA,BRAEMAR3,gas_ocgt,operating,168.0,188.0,NA,0.5923,2006-06-08 16:30:00+10:00,2025-10-29 19:55:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-10-13 23:46:08+00:00
B2PS,BRAEMAR5,gas_ocgt,operating,173.0,173.0,NA,0.5806,2009-03-27 16:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2025-10-13 23:55:15+00:00
B2PS,BRAEMAR7,gas_ocgt,operating,173.0,173.0,NA,0.5806,2009-04-25 09:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2025-10-13 23:55:39+00:00
B2PS,BRAEMAR6,gas_ocgt,operating,173.0,173.0,NA,0.5806,2009-04-07 15:35:00+10:00,2025-10-27 21:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:32+00:00,2025-10-13 23:56:13+00:00
BRNDBES,BRNDBES1,battery,operating,215.0,205.0,410.0,NA,2025-09-09 15:45:00+10:00,2025-10-30 11:20:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-17 03:49:18+00:00,2025-09-23 02:54:27+00:00
BRNDBES,BRNDBESG1,battery_discharging,operating,215.0,205.0,410.0,NA,2025-09-09 15:45:00+10:00,2025-10-30 11:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-14 05:56:16+00:00,2025-09-23 02:54:01+00:00
BRNDBES,BRNDBESL1,battery_charging,operating,215.0,205.0,410.0,NA,2025-09-02 00:05:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-14 05:54:25+00:00,2025-09-23 02:54:15+00:00
