facility_code,unit_code,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,emissions_factor_co2,data_first_seen,data_last_seen,dispatch_type,commencement_date,commencement_date_specificity,commencement_date_display,closure_date,closure_date_specificity,closure_date_display,expected_operation_date,expected_operation_date_specificity,expected_operation_date_display,expected_closure_date,expected_closure_date_specificity,expected_closure_date_display,construction_start_date,construction_start_date_specificity,construction_start_date_display,project_approval_date,project_approval_date_specificity,project_approval_date_display,project_lodgement_date,created_at,updated_at
LOYYANGA,LYA4,coal_brown,operating,560.0,580.0,NA,1.1609,1998-12-07 10:30:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:06+00:00,2025-05-08 07:00:11+00:00
LOYYANGA,LYA2,coal_brown,operating,530.0,535.0,NA,1.1609,1998-12-07 02:50:00+10:00,2025-09-19 08:25:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:06+00:00,2025-05-08 06:59:30+00:00
LOYYB,LOYYB2,coal_brown,operating,500.0,600.0,NA,1.1223,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:06+00:00,2025-10-13 03:38:24+00:00
LOYYB,LOYYB1,coal_brown,operating,500.0,600.0,NA,1.1223,1998-12-07 02:50:00+10:00,2025-10-10 23:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:06+00:00,2025-10-13 03:37:40+00:00
LUCASHGT,LUCASHGT,bioenergy_biogas,operating,12.65,13.0,NA,0.0774,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:06+00:00,2024-12-19 23:10:43+00:00
LUCAS2S2,LUCAS2S2,bioenergy_biogas,operating,4.6,5.0,NA,0.0787,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:06+00:00,2024-12-19 23:11:08+00:00
MACARTH,MACARTH1,wind,operating,420.0,420.0,NA,NA,2012-09-27 14:20:00+10:00,2025-11-01 08:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2025-05-13 01:27:50+00:00
MCINTYR,MCINTYR1,wind,operating,923.0,890.0,NA,NA,2024-08-28 14:45:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01 04:29:41+00:00,2025-05-13 01:30:07+00:00
MACKAY,MACKAYGT,distillate,operating,34.0,NA,NA,1.0458,1999-01-13 15:35:00+10:00,2021-02-25 19:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2024-09-23 06:24:04+00:00
MACKNTSH,MACKNTSH,hydro,operating,79.9,89.0,NA,NA,2005-05-16 13:35:00+10:00,2025-10-20 07:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2025-05-13 01:30:53+00:00
MANSLR,MANSLR1,solar_utility,operating,50.0,46.0,NA,NA,2018-05-02 13:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2025-05-13 01:37:12+00:00
MANNUMB,MANNUMBG1,battery_discharging,operating,131.7,100.0,200.0,NA,2025-05-13 07:10:00+10:00,2025-11-01 11:55:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-19 02:51:39+00:00,2025-05-12 23:19:01+00:00
MANNUMB,MANNUMBL1,battery_charging,operating,131.7,100.0,200.0,NA,2025-05-13 00:05:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-19 02:47:53+00:00,2025-05-12 23:17:48+00:00
MANNUMB,MANNUMB1,battery,operating,131.7,100.0,200.0,NA,2025-05-13 07:10:00+10:00,2025-11-01 11:55:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-17 00:10:29+00:00,2025-05-12 23:14:50+00:00
MANNSF,MANNSF2,solar_utility,operating,37.0,29.0,NA,NA,2024-01-03 09:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-23 05:24:28+00:00,2025-05-13 01:39:01+00:00
MAPS2,MAPS2PV1,solar_utility,operating,16.5,13.4,NA,NA,2021-08-18 11:00:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2024-12-19 23:21:57+00:00
MAPS2,MAPS3PV1,solar_utility,operating,16.5,12.0,NA,NA,2023-03-23 13:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2024-12-19 23:23:06+00:00
MAROOWF1,MAROOWF1,wind,operating,6.8,6.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2024-10-24 04:27:59+00:00
MARYRSF,MARYRSF1,solar_utility,operating,33.0,27.0,NA,NA,2020-03-17 17:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2024-12-19 23:56:56+00:00
0MARYVALE,0MVSOLAR1,solar_utility,committed,243.0,172.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-29 02:01:56+00:00,2025-07-29 02:05:00+00:00
0MARYVALE,0MVBESS1,battery,committed,172.0,172.0,409.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-29 02:08:48+00:00,2025-08-03 23:34:16+00:00
0MARYVALE,0MVBESSG1,battery_discharging,committed,172.0,172.0,409.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-29 02:14:00+00:00,2025-08-03 23:33:57+00:00
0MARYVALE,0MVBESSL1,battery_charging,committed,172.0,172.0,408.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-29 02:15:43+00:00,2025-07-29 02:18:05+00:00
MEADOWBK,MEADOWBK,hydro,operating,40.0,44.0,NA,NA,2005-05-16 13:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2024-12-20 00:04:25+00:00
MEADOWBK,MEADOWB2,distillate,retired,24.0,NA,NA,0.972,2016-03-31 15:30:00+10:00,2016-05-01 08:30:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2024-11-25 04:04:30+00:00
0MREH,MREHAG1,battery_discharging,operating,215.8,200.0,400.0,NA,2025-08-12 11:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-06 04:16:29+00:00,2025-08-11 23:19:16+00:00
0MREH,MREHA1,battery,operating,215.8,200.0,400.0,NA,2025-08-12 11:10:00+10:00,2025-11-01 12:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-02 00:45:59+00:00,2025-08-11 23:18:48+00:00
0MREH,MREHAL1,battery_charging,operating,215.8,200.0,400.0,NA,2025-08-11 20:05:00+10:00,2025-11-01 12:30:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-06 04:12:46+00:00,2025-08-11 23:19:02+00:00
0MREHA2,MREHA2,battery,operating,215.8,200.0,400.0,NA,2025-08-25 16:25:00+10:00,2025-11-01 10:50:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 23:38:05+00:00,2025-08-26 06:59:43+00:00
0MREHA2,MREHAL2,battery_charging,operating,215.8,200.0,400.0,NA,2025-08-25 16:10:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 23:42:34+00:00,2025-08-26 06:59:49+00:00
0MREHA2,MREHAG2,battery_discharging,operating,215.8,200.0,400.0,NA,2025-08-25 16:25:00+10:00,2025-11-01 10:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 23:44:47+00:00,2025-08-26 07:00:11+00:00
MREHA3,MREHA3,battery,operating,215.4,200.0,800.0,NA,2025-09-12 15:15:00+10:00,2025-10-31 13:45:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 23:55:30+00:00,2025-09-29 23:29:53+00:00
MREHA3,MREHAL3,battery_charging,operating,215.4,200.0,800.0,NA,2025-10-01 10:15:00+10:00,2025-10-31 14:40:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-12 00:02:34+00:00,2025-09-29 23:30:03+00:00
MREHA3,MREHAG3,battery_discharging,operating,215.4,200.0,800.0,NA,2025-10-01 13:50:00+10:00,2025-10-31 13:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-12 00:05:49+00:00,2025-09-29 23:30:11+00:00
METZSF,METZSF1,solar_utility,operating,135.0,115.0,NA,NA,2022-03-29 09:20:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-05-13 01:44:52+00:00
MIDDLSF1,MIDDLSF1,solar_utility,operating,30.0,26.0,NA,NA,2020-12-10 12:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-01-09 22:58:36+00:00
MIDLDPS,MIDLDPS1,hydro,operating,6.08,7.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-09-09 04:25:23+00:00
MILLMERN,MPP_1,coal_black,operating,426.0,435.0,NA,0.8373,2001-11-09 20:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-05-13 01:47:45+00:00
MILLMERN,MPP_2,coal_black,operating,426.0,435.0,NA,0.8373,2003-01-01 13:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-10-13 01:29:40+00:00
MINTARO,MINTARO,gas_ocgt,operating,90.0,105.0,NA,0.8589,1998-12-08 08:20:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-10-14 04:05:45+00:00
MINTARO,MINTNL1,gas_ocgt,operating,25.0,NA,NA,0.8589,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2024-12-20 00:24:37+00:00
MOKOSF,MOKOSF1,solar_utility,operating,58.0,46.0,NA,NA,2024-12-16 11:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-03 02:03:16+00:00,2025-05-13 01:49:27+00:00
MOLNGSF1,MOLNGSF1,solar_utility,operating,36.0,30.0,NA,NA,2020-11-10 06:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-05-13 02:29:14+00:00
MOORAWF1,MOORAWF1,wind,operating,312.0,305.0,NA,NA,2020-11-19 10:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-05-13 03:17:28+00:00
MORANBAH,MORANBAH,gas_recip,operating,12.56,13.0,NA,0.5601,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2024-11-25 00:15:55+00:00
MBAHNTH,MBAHNTH,gas_wcmg,operating,63.42,63.0,NA,0.6378,2014-10-21 01:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2025-05-13 03:19:51+00:00
MOREESF,MOREESF1,solar_utility,operating,57.0,56.0,NA,NA,2016-02-22 09:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2024-12-20 00:31:43+00:00
MWPS,MWPS1PV1,solar_utility,operating,5.0,4.0,NA,NA,2021-03-18 10:35:00+10:00,2025-11-01 10:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2025-05-13 03:27:04+00:00
MWPS,MWPS4PV1,solar_utility,operating,5.0,4.0,NA,NA,2021-03-01 10:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2025-05-13 03:25:33+00:00
MWPS,MWPS2PV1,solar_utility,operating,5.0,4.0,NA,NA,2021-03-16 12:00:00+10:00,2025-11-01 10:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2025-05-13 03:26:36+00:00
MWPS,MWPS3PV1,solar_utility,operating,7.0,6.0,NA,NA,2020-11-13 16:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2025-05-13 03:26:02+00:00
0MORNBESS,0MORNBESS1,battery,committed,240.0,240.0,480.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-06 04:02:09+00:00,2025-03-25 22:50:04+00:00
0MORNBESS,0MORNBESSL1,battery_charging,committed,240.0,240.0,480.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-06 04:05:42+00:00,2025-03-25 22:50:14+00:00
0MORNBESS,0MORNBESSG1,battery_discharging,committed,240.0,240.0,480.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-06 04:06:52+00:00,2025-03-25 22:50:22+00:00
MORNW,MORNW,bioenergy_biogas,retired,1.0,1.0,NA,0.06,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-09-09 01:51:02+00:00
0MRTLKBESS,0MRTLKBESS,battery,committed,300.0,300.0,650.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-18 22:34:59+00:00,2025-04-01 22:46:47+00:00
0MRTLKBESS,0MRTLKBESSL1,battery_charging,committed,300.0,300.0,650.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-18 22:44:36+00:00,2025-04-01 22:46:54+00:00
0MRTLKBESS,0MRTLKBESSG1,battery_discharging,committed,300.0,300.0,650.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-18 22:47:00+00:00,2025-04-01 22:47:01+00:00
MORTLK,MORTLK11,gas_ocgt,operating,283.0,292.0,NA,0.5518,2011-08-01 15:50:00+10:00,2025-11-01 06:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-10-14 05:54:31+00:00
MORTLK,MORTLK12,gas_ocgt,operating,283.0,292.0,NA,0.5518,2011-09-23 17:25:00+10:00,2025-11-01 07:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-10-14 05:55:05+00:00
MRTLSWF,MRTLSWF1,wind,operating,157.5,153.0,NA,NA,2022-10-25 18:45:00+10:00,2025-11-01 01:15:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-05-13 03:35:09+00:00
MLWF,MLWF1,wind,operating,19.5,20.0,NA,NA,2012-11-13 14:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-05-13 03:36:31+00:00
MOUSF,MOUSF1,solar_utility,operating,99.0,82.0,NA,NA,2022-10-21 13:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-05-13 03:39:35+00:00
MEWF,MEWF1,wind,operating,180.0,178.0,NA,NA,2018-08-20 14:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-05-13 03:42:29+00:00
MTGELWF,MTGELWF1,wind,operating,138.0,132.0,NA,NA,2018-06-21 16:40:00+10:00,2025-11-01 03:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-09-09 01:06:52+00:00
MTMERCER,MERCER01,wind,operating,131.2,131.0,NA,NA,2013-11-25 14:15:00+10:00,2025-11-01 11:55:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-09-09 01:10:58+00:00
MTMILLAR,MTMILLAR,wind,operating,70.0,70.0,NA,NA,2009-07-01 00:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-05-13 03:47:15+00:00
MP,MP1,coal_black,operating,700.0,700.0,NA,0.8691,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-10-17 03:33:45+00:00
MP,MP2,coal_black,operating,700.0,700.0,NA,0.8691,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2025-10-07 03:53:48+00:00
MSTUART,MSTUART3,distillate,operating,131.0,139.0,NA,1.0498,2009-10-16 13:30:00+10:00,2025-10-27 20:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-10-14 00:16:58+00:00
MSTUART,MSTUART1,distillate,operating,144.0,152.0,NA,1.0498,1998-12-14 12:50:00+10:00,2025-10-27 20:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-10-14 00:13:18+00:00
MSTUART,MSTUART2,distillate,operating,144.0,152.0,NA,1.0498,1998-12-23 10:10:00+10:00,2025-10-27 20:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-10-14 00:14:04+00:00
MLLFGEF,MLLFGEF1,bioenergy_biogas,retired,4.26,4.0,NA,0.1175,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-15 04:19:06+00:00,2025-09-09 04:12:10+00:00
MLSP,MLSP1,solar_utility,operating,12.0,12.0,NA,NA,2016-11-16 15:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:08+00:00,2025-05-13 03:48:46+00:00
MM,MM4,coal_black,retired,300.0,NA,NA,1.163,2000-02-28 10:10:00+10:00,2011-07-04 14:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2024-09-05 00:00:18+00:00
MM,MM3,coal_black,retired,300.0,NA,NA,1.163,1998-12-07 02:50:00+10:00,2011-07-04 14:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:09+00:00,2024-09-04 23:59:14+00:00
MUCRKSF,MUCRKSF1,solar_utility,operating,154.0,120.0,NA,NA,2025-09-02 00:05:00+10:00,2025-11-01 12:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-20 22:39:57+00:00,2025-09-07 23:39:28+00:00
MUWAWF,MUWAWF2,wind,operating,209.0,203.0,NA,NA,2022-02-15 01:05:00+10:00,2025-11-01 10:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2025-05-13 03:52:28+00:00
MUWAWF,MUWAWF1,wind,operating,231.8,225.7,NA,NA,2019-04-08 19:45:00+10:00,2025-11-01 09:30:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2025-05-13 03:51:39+00:00
MURRAY,MURRAY,hydro,operating,1500.0,1575.0,NA,NA,2001-07-15 00:40:00+10:00,2025-11-01 06:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2024-12-20 01:27:41+00:00
MBPS2,MBPS2PV1,solar_utility,operating,13.75,10.3,NA,NA,2022-03-08 10:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:07+00:00,2025-09-09 04:53:41+00:00
MUSSELRO,MUSSELR1,wind,operating,168.0,168.0,NA,NA,2013-03-21 15:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:10+00:00,2025-05-13 03:53:51+00:00
NASF,NASF1,solar_utility,operating,10.0,9.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2024-12-20 01:34:15+00:00
NEVERSF,NEVERSF1,solar_utility,operating,132.0,105.0,NA,NA,2019-12-03 07:45:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:12+00:00,2024-12-20 01:41:34+00:00
