network_code,metric,timestamp,value
NEM,demand,2025-10-01 17:35:00+10:00,24464.99
NEM,demand,2025-10-01 17:40:00+10:00,24517.42
NEM,demand,2025-10-01 17:45:00+10:00,24982.07
NEM,demand,2025-10-01 17:50:00+10:00,25058.18
NEM,demand,2025-10-01 17:55:00+10:00,25202.49
NEM,demand,2025-10-01 18:00:00+10:00,25382.4
NEM,demand,2025-10-01 18:05:00+10:00,25518.57
NEM,demand,2025-10-01 18:10:00+10:00,25343.14
NEM,demand,2025-10-01 18:15:00+10:00,25567.44
NEM,demand,2025-10-01 18:20:00+10:00,25632.79
NEM,demand,2025-10-01 18:25:00+10:00,25716.72
NEM,demand,2025-10-01 18:30:00+10:00,25903.01
NEM,demand,2025-10-01 18:35:00+10:00,25809.59
NEM,demand,2025-10-01 18:40:00+10:00,25805.95
NEM,demand,2025-10-01 18:45:00+10:00,25855.63
NEM,demand,2025-10-01 18:50:00+10:00,25936.97
NEM,demand,2025-10-01 18:55:00+10:00,25908.24
NEM,demand,2025-10-01 19:00:00+10:00,25720.65
NEM,demand,2025-10-01 19:05:00+10:00,25637.94
NEM,demand,2025-10-01 19:10:00+10:00,25631.35
NEM,demand,2025-10-01 19:15:00+10:00,25494.89
NEM,demand,2025-10-01 19:20:00+10:00,25364.06
NEM,demand,2025-10-01 19:25:00+10:00,25339.85
NEM,demand,2025-10-01 19:30:00+10:00,25196.6
NEM,demand,2025-10-01 19:35:00+10:00,25157.55
NEM,demand,2025-10-01 19:40:00+10:00,25071.82
NEM,demand,2025-10-01 19:45:00+10:00,25013.79
NEM,demand,2025-10-01 19:50:00+10:00,24913.83
NEM,demand,2025-10-01 19:55:00+10:00,24947.33
NEM,demand,2025-10-01 20:00:00+10:00,24707.18
NEM,demand,2025-10-01 20:05:00+10:00,24696.85
NEM,demand,2025-10-01 20:10:00+10:00,24750.07
NEM,demand,2025-10-01 20:15:00+10:00,24586.87
NEM,demand,2025-10-01 20:20:00+10:00,24467.23
NEM,demand,2025-10-01 20:25:00+10:00,24354.28
NEM,demand,2025-10-01 20:30:00+10:00,24239.96
NEM,demand,2025-10-01 20:35:00+10:00,24030.24
NEM,demand,2025-10-01 20:40:00+10:00,24288.26
NEM,demand,2025-10-01 20:45:00+10:00,24014.2
NEM,demand,2025-10-01 20:50:00+10:00,24062.06
NEM,demand,2025-10-01 20:55:00+10:00,24043.66
NEM,demand,2025-10-01 21:00:00+10:00,23787.68
NEM,demand,2025-10-01 21:05:00+10:00,23806.33
NEM,demand,2025-10-01 21:10:00+10:00,23776.69
NEM,demand,2025-10-01 21:15:00+10:00,23655.98
NEM,demand,2025-10-01 21:20:00+10:00,23369.63
NEM,demand,2025-10-01 21:25:00+10:00,23445.56
NEM,demand,2025-10-01 21:30:00+10:00,23215.84
NEM,demand,2025-10-01 21:35:00+10:00,23177.94
NEM,demand,2025-10-01 21:40:00+10:00,23043.3
NEM,demand,2025-10-01 21:45:00+10:00,22995.56
NEM,demand,2025-10-01 21:50:00+10:00,22890.86
NEM,demand,2025-10-01 21:55:00+10:00,22683.88
NEM,demand,2025-10-01 22:00:00+10:00,22572.1
NEM,demand,2025-10-01 22:05:00+10:00,22245.47
NEM,demand,2025-10-01 22:10:00+10:00,22247.2
NEM,demand,2025-10-01 22:15:00+10:00,22186.91
NEM,demand,2025-10-01 22:20:00+10:00,22093.2
NEM,demand,2025-10-01 22:25:00+10:00,21922.69
NEM,demand,2025-10-01 22:30:00+10:00,22088.83
NEM,demand,2025-10-01 22:35:00+10:00,21782.62
NEM,demand,2025-10-01 22:40:00+10:00,21537.15
NEM,demand,2025-10-01 22:45:00+10:00,21442.41
NEM,demand,2025-10-01 22:50:00+10:00,21289.86
NEM,demand,2025-10-01 22:55:00+10:00,21336.41
NEM,demand,2025-10-01 23:00:00+10:00,21240.28
NEM,demand,2025-10-01 23:05:00+10:00,21083.79
NEM,demand,2025-10-01 23:10:00+10:00,21241.21
NEM,demand,2025-10-01 23:15:00+10:00,21308.95
NEM,demand,2025-10-01 23:20:00+10:00,21174.32
NEM,demand,2025-10-01 23:25:00+10:00,21163.93
NEM,demand,2025-10-01 23:30:00+10:00,21079.61
NEM,demand,2025-10-01 23:35:00+10:00,20994.15
NEM,demand,2025-10-01 23:40:00+10:00,21060.28
NEM,demand,2025-10-01 23:45:00+10:00,21011.3
NEM,demand,2025-10-01 23:50:00+10:00,20839.88
NEM,demand,2025-10-01 23:55:00+10:00,20786.57
